File,Incident ID,Incident Date,Day,Month,Year,State,City Or County,Address,Victims Killed,Victims Injured,Total Victims,Suspects Killed,Suspects Injured,Suspects Arrested,Business/Location Name,County
SS,2736558,2023-10-20T00:00:00Z,20,10,2023,Georgia,Atlanta,700 Beckwith St SW,0,1,1,0,0,0,Clark University Atlanta,Fulton County
SS,2734591,2023-10-20T00:00:00Z,20,10,2023,Florida,Tampa,13912 Nine Eagles Dr,1,0,1,0,0,0,Farnell Middle School,Hillsborough County
SS,2795710,2023-10-20T00:00:00Z,20,10,2023,Tennessee,Memphis,3389 Dawn Dr,0,0,0,0,0,1,Westside Middle School,Shelby County
SS,2734544,2023-10-19T00:00:00Z,19,10,2023,Georgia,Waynesboro,356 Southside Dr,0,0,0,0,0,0,Burke County Middle School,Burke County
SS,2734518,2023-10-19T00:00:00Z,19,10,2023,Indiana,Evansville,2319 Stringtown Rd,0,0,0,0,0,1,Academy for Innovative Studies Diamond,Vanderburgh County
SS,2733807,2023-10-19T00:00:00Z,19,10,2023,Michigan,Harper Woods,20225 Beaconsfield St,0,0,0,0,0,0,Harper Woods High School,Wayne County
SS,2734135,2023-10-19T00:00:00Z,19,10,2023,Washington,Vancouver,14300 NE 18th St,0,0,0,0,0,1,Evergreen High School,Clark County
SS,2733877,2023-10-19T00:00:00Z,19,10,2023,Connecticut,Newtown,3 Primrose St,0,0,0,0,0,1,Newtown High School,Western Connecticut Planning Region
SS,2733122,2023-10-18T00:00:00Z,18,10,2023,Kentucky,Louisville,3510 Goldsmith Ln,0,0,0,0,0,1,Seneca High School,Jefferson County
SS,2733985,2023-10-18T00:00:00Z,18,10,2023,Kentucky,Florence,7056 Burlington Pike,0,0,0,0,0,1,Boone County High School,Boone County
SS,2732138,2023-10-17T00:00:00Z,17,10,2023,Tennessee,Nashville,3150 McGavock Pike,0,0,0,0,0,1,McGavock High School,Davidson County
SS,2732104,2023-10-17T00:00:00Z,17,10,2023,North Carolina,Hope Mills,5301 Celebration Dr,0,0,0,0,0,1,Gray's Creek High School,Cumberland County
SS,2733592,2023-10-17T00:00:00Z,17,10,2023,California,Stanford,50-28 Palm Dr,0,1,1,0,0,1,Stanford University Arboretum,Santa Clara County
SS,2732816,2023-10-17T00:00:00Z,17,10,2023,Georgia,Evans,4550 Cox Rd,0,0,0,0,0,1,Evans High School,Columbia County
SS,2741087,2023-10-16T00:00:00Z,16,10,2023,Arkansas,Springdale,101 S Pleasant St,0,0,0,0,0,1,Springdale High School,Washington County
SS,2732041,2023-10-16T00:00:00Z,16,10,2023,Washington,Wapato,W C St and N Wasco Ave,0,0,0,0,0,0,,Yakima County
SS,2732607,2023-10-16T00:00:00Z,16,10,2023,California,Adelanto,15620 Joshua Rd,0,0,0,0,0,1,Adelanto High School,San Bernardino County
SS,2730430,2023-10-15T00:00:00Z,15,10,2023,Texas,Denton,815 Cross Timber St,1,1,2,0,0,2,Fred Moore High School,Denton County
SS,2730696,2023-10-15T00:00:00Z,15,10,2023,Mississippi,Jackson,1400 Valley St,1,0,1,0,0,0,University Pointe,Hinds County
SS,2731875,2023-10-15T00:00:00Z,15,10,2023,Missouri,St Louis,11287 Manchester Rd,0,0,0,0,0,1,North Kirkwood Middle School,St. Louis County
SS,2730357,2023-10-13T00:00:00Z,13,10,2023,Florida,Tampa,9401 N Blvd,0,0,0,0,0,1,Chamberlain High School,Hillsborough County
SS,2731228,2023-10-12T00:00:00Z,12,10,2023,Indiana,Newburgh,3344 IN-261,0,0,0,0,0,0,Castle High School,Warrick County
SS,2729556,2023-10-12T00:00:00Z,12,10,2023,New York,Brooklyn,2900 Bedford Ave,0,0,0,0,0,1,Brooklyn College,Kings County
SS,2728105,2023-10-11T00:00:00Z,11,10,2023,Maryland,Baltimore,900 Druid Hill Ave,0,0,0,0,0,1,Joseph C Briscoe School,Baltimore City
SS,2727805,2023-10-11T00:00:00Z,11,10,2023,North Carolina,Albemarle,311 Park Ridge Rd,0,0,0,0,0,1,Albemarle High School,Stanly County
SS,2728085,2023-10-11T00:00:00Z,11,10,2023,Illinois,Chicago,3151 W Walnut St,0,0,0,0,0,0,Beidler Elementary School,Cook County
SS,2745835,2023-10-11T00:00:00Z,11,10,2023,South Carolina,Orangeburg,300 College Ave,0,0,0,0,0,1,South Carolina State University,Orangeburg County
SS,2729086,2023-10-11T00:00:00Z,11,10,2023,California,Bakersfield,1241 G St,0,0,0,0,0,4,Bakersfield High School,Kern County
SS,2727655,2023-10-11T00:00:00Z,11,10,2023,Nevada,Henderson,460 N Arroyo Grande Blvd,0,0,0,0,0,1,Green Valley High School,Clark County
SS,2728317,2023-10-11T00:00:00Z,11,10,2023,Georgia,Commerce,1435 Hoods Mill Rd,0,0,0,0,0,1,East Jackson Comprehensive High School,Jackson County
SS,2728346,2023-10-11T00:00:00Z,11,10,2023,Texas,Fort Worth (Forest Hill),4200 Dorsey St,1,0,1,0,0,0,Sellars Elementary,County not found
SS,2728888,2023-10-11T00:00:00Z,11,10,2023,Rhode Island,Providence,152 Springfield St,0,0,0,0,0,0,DelSesto Middle School,Providence County
SS,2727089,2023-10-10T00:00:00Z,10,10,2023,South Carolina,Darlington,100 Magnolia St,1,0,1,0,0,1,Darlington County Adult Education,Darlington County
SS,2727042,2023-10-10T00:00:00Z,10,10,2023,Missouri,Poplar Bluff,3209 Oak Grove Rd,0,0,0,0,0,1,Poplar Bluff High School,Butler County
SS,2729540,2023-10-09T00:00:00Z,09,10,2023,Maryland,Sparrows Point,7400 North Point Rd,0,0,0,0,0,1,Sparrows Point High School,Baltimore County
SS,2726613,2023-10-09T00:00:00Z,09,10,2023,Ohio,Columbus,417 S Weyant Ave,0,0,0,0,0,1,Eastmoor Academy,Franklin County
SS,2726417,2023-10-09T00:00:00Z,09,10,2023,North Carolina,Hendersonville,1909 Four Seasons Blvd,1,0,1,0,0,1,McDonald's,Henderson County
SS,2725639,2023-10-07T00:00:00Z,07,10,2023,Maryland,Bowie,Henry Cir,0,2,2,0,0,0,Bowie State University,Prince George's County
SS,2725375,2023-10-06T00:00:00Z,06,10,2023,North Carolina,Statesville,474 N Center St,0,0,0,0,0,1,Statesville High School,Iredell County
SS,2733642,2023-10-06T00:00:00Z,06,10,2023,Louisiana,Thibodaux,1355 Tiger Dr,0,0,0,0,0,1,Thibodaux High Stadium,Lafourche Parish
SS,2725580,2023-10-06T00:00:00Z,06,10,2023,Ohio,Whitehouse,5967 Finzel Rd,0,0,0,0,0,1,Anthony Wayne High School,Lucas County
SS,2725231,2023-10-06T00:00:00Z,06,10,2023,New York,New York (Manhattan),850 10th Ave,0,0,0,0,0,2,Independence High School,New York County
SS,2729873,2023-10-06T00:00:00Z,06,10,2023,Michigan,Ypsilanti,2095 Packard St,0,0,0,0,0,1,Ypsilanti Community High School,Washtenaw County
SS,2725139,2023-10-06T00:00:00Z,06,10,2023,Michigan,Oak Park,13701 Oak Park Blvd,0,2,2,0,0,0,Oak Park High School,Oakland County
SS,2724881,2023-10-06T00:00:00Z,06,10,2023,Maryland,Glen Burnie,7550 Baltimore Annapolis Blvd,0,0,0,0,0,1,Glen Burnie High School,Anne Arundel County
SS,2724911,2023-10-05T00:00:00Z,05,10,2023,Tennessee,Nashville,1800 Stratford Ave,0,0,0,0,0,1,Stratford High School,Davidson County
SS,2724125,2023-10-05T00:00:00Z,05,10,2023,Texas,Cibolo,1300 FM 1103,0,0,0,0,0,1,Byron P Steele High School,Guadalupe County
SS,2724075,2023-10-05T00:00:00Z,05,10,2023,New Mexico,Albuquerque,6701 Fortuna Rd NW,0,0,0,0,0,2,West Mesa High School,Bernalillo County
SS,2723145,2023-10-04T00:00:00Z,04,10,2023,North Carolina,Greensboro,Odell Pl,0,0,0,0,0,0,Greensboro College,Guilford County
SS,2723032,2023-10-04T00:00:00Z,04,10,2023,Washington,Seattle,400 23rd Ave,0,0,0,0,0,0,Garfield High School,King County
SS,2723198,2023-10-04T00:00:00Z,04,10,2023,Minnesota,St Paul,740 Rose Ave W,0,0,0,0,0,1,Como Park Senior High,Ramsey County
SS,2722987,2023-10-04T00:00:00Z,04,10,2023,Florida,North Port,2700 Panacea Blvd,0,0,0,0,0,1,Woodland Middle School,Sarasota County
SS,2724785,2023-10-04T00:00:00Z,04,10,2023,Pennsylvania,East Stroudsburg,5180 Milford Rd,0,0,0,0,0,0,Middle Smithfield Elementary School,Monroe County
SS,2723619,2023-10-04T00:00:00Z,04,10,2023,Texas,Lufkin,309 S Medford Dr,0,0,0,0,0,1,Lufkin High School,Angelina County
SS,2723831,2023-10-04T00:00:00Z,04,10,2023,South Carolina,Piedmont,905 Wren School Rd,0,0,0,0,0,1,Wren High School,Anderson County
SS,2723756,2023-10-04T00:00:00Z,04,10,2023,California,Fairfield,205 E Atlantic Ave,0,0,0,0,0,1,Fairfield High School,Solano County
SS,2722363,2023-10-03T00:00:00Z,03,10,2023,Maryland,Baltimore,1800 Argonne Dr,0,5,5,0,0,2,Morgan State University / Blount Towers,Baltimore City
SS,2724248,2023-10-03T00:00:00Z,03,10,2023,Vermont,Fair Haven (Fairhaven),Cottage St,0,0,0,0,0,2,,County not found
SS,2722255,2023-10-03T00:00:00Z,03,10,2023,North Carolina,Warsaw,1241 NC 24 and 50 Hwy,0,0,0,0,0,1,James Kenan High School,Duplin County
SS,2724006,2023-10-03T00:00:00Z,03,10,2023,Indiana,Evansville,2319 Stringtown Rd,0,0,0,0,0,2,Academy for Innovative Studies Diamond,Vanderburgh County
SS,2723837,2023-10-03T00:00:00Z,03,10,2023,South Carolina,Little River,2100 Firetower Rd,0,0,0,0,0,0,Valorous Academy,Horry County
SS,2722339,2023-10-03T00:00:00Z,03,10,2023,Pennsylvania,Philadelphia,1600 block of N Broad St,0,1,1,0,0,0,Temple University - Morgan Hall,Philadelphia County
SS,2721350,2023-10-02T00:00:00Z,02,10,2023,Pennsylvania,Greensburg,4345 PA-136,0,0,0,0,0,0,Hempfield Area High School,Westmoreland County
SS,2722031,2023-10-02T00:00:00Z,02,10,2023,Florida,Tampa,17410 Commerce Park Blvd,0,0,0,0,0,1,Freedom High School,Hillsborough County
SS,2723797,2023-10-02T00:00:00Z,02,10,2023,South Carolina,Seneca,,0,0,0,0,0,0,,Oconee County
SS,2720601,2023-10-01T00:00:00Z,01,10,2023,Pennsylvania,Philadelphia,1700 block of N 11th St,0,1,1,0,0,0,Temple University - Columbia Field,Philadelphia County
SS,2720457,2023-09-30T00:00:00Z,30,09,2023,Tennessee,Jackson,179 Allen Ave,0,2,2,0,0,0,Jackson Central-Merry Early College High,Madison County
SS,2719899,2023-09-30T00:00:00Z,30,09,2023,Georgia,Griffin,310 E Poplar St,1,0,1,0,0,1,Griffin High School football stadium,Spalding County
SS,2718859,2023-09-29T00:00:00Z,29,09,2023,North Carolina,Mebane,3224 Old Hillsborough Rd,0,0,0,0,0,1,Audrey W Garrett Elementary,Alamance County
SS,2718666,2023-09-29T00:00:00Z,29,09,2023,South Carolina,Hemingway,13000 Choppee Rd,0,0,0,0,0,2,Carvers Bay Middle School,Williamsburg County
SS,2719783,2023-09-29T00:00:00Z,29,09,2023,North Carolina,Greensboro,1200 Lincoln St,1,1,2,0,0,2,James B. Dudley High School,Guilford County
SS,2720722,2023-09-29T00:00:00Z,29,09,2023,Alaska,Wasilla,,0,0,0,0,0,0,,Matanuska-Susitna
SS,2718119,2023-09-28T00:00:00Z,28,09,2023,Michigan,Bay City,3201 Kiesel Rd,0,0,0,0,0,1,John Glenn High School,Bay County
SS,2718191,2023-09-28T00:00:00Z,28,09,2023,Georgia,Columbus,1136 Hunt Ave,0,0,0,0,1,2,Rothschild Leadership Academy,Muscogee County
SS,2718698,2023-09-28T00:00:00Z,28,09,2023,New York,Bronx,470 Jackson Ave,0,0,0,0,0,1,J. M. Rapport School Career Development,Bronx County
SS,2774543,2023-09-27T00:00:00Z,27,09,2023,Tennessee,Memphis,3306 Overton Crossing St,0,0,0,0,0,1,Memphis Business Academy,Shelby County
SS,2718054,2023-09-27T00:00:00Z,27,09,2023,Wisconsin,Janesville,1515 Lapham St,0,0,0,0,0,1,Van Buren Elementary School,Rock County
SS,2716918,2023-09-27T00:00:00Z,27,09,2023,Texas,Houston,11625 Martindale Rd,0,0,0,0,0,1,Sterling High School,Harris County
SS,2724756,2023-09-27T00:00:00Z,27,09,2023,Virginia,Palmyra,479 Cunningham Rd,0,0,0,0,0,1,The Light Academy,Fluvanna County
SS,2717961,2023-09-27T00:00:00Z,27,09,2023,Virginia,Lawrenceville,2171 Lawrenceville Plank Rd,0,0,0,0,0,1,Brunswick High School,Brunswick County
SS,2717956,2023-09-27T00:00:00Z,27,09,2023,Virginia,Norfolk,Kenton Ave and Cary Ave,0,0,0,0,0,1,,Norfolk City
SS,2728412,2023-09-27T00:00:00Z,27,09,2023,New Jersey,Plainfield,1049 Central Ave,0,0,0,0,0,0,Cedarbrook K-8 Center,Union County
SS,2718487,2023-09-27T00:00:00Z,27,09,2023,Illinois,Marion,1609 W Main St,0,0,0,0,0,1,Marion Junior High School,Williamson County
SS,2716644,2023-09-27T00:00:00Z,27,09,2023,South Carolina,Simpsonville,3665 S Industrial Dr,0,0,0,0,0,2,Hillcrest High School,Greenville County
SS,2718025,2023-09-27T00:00:00Z,27,09,2023,California,Berkeley,1980 Allston Way,0,0,0,0,0,2,Berkeley High School,Alameda County
SS,2718360,2023-09-27T00:00:00Z,27,09,2023,Mississippi,Kiln,7084 Stennis Airport Rd,0,0,0,0,0,2,Hancock High School,Hancock County
SS,2718045,2023-09-26T00:00:00Z,26,09,2023,New Mexico,Rio Rancho,301 Loma Colorado Blvd NE,0,0,0,0,0,1,Rio Rancho High School,Sandoval County
SS,2716353,2023-09-26T00:00:00Z,26,09,2023,Texas,Canton,1110 TX-243,0,0,0,0,0,1,Canton High School,Van Zandt County
SS,2717110,2023-09-26T00:00:00Z,26,09,2023,Pennsylvania,Philadelphia,2700 block of N Orkney St,0,1,1,0,0,0,,Philadelphia County
SS,2715510,2023-09-25T00:00:00Z,25,09,2023,Texas,Odessa,1800 E 42nd St,0,0,0,0,0,1,Permian High School,Ector County
SS,2715607,2023-09-25T00:00:00Z,25,09,2023,Maryland,Baltimore,1400 Orleans St,0,0,0,0,1,0,Paul Lawrence Dunbar High School,Baltimore City
SS,2720585,2023-09-25T00:00:00Z,25,09,2023,Pennsylvania,Allentown,106 N 17th St,0,0,0,0,0,1,William Allen High School,Lehigh County
SS,2715431,2023-09-25T00:00:00Z,25,09,2023,Minnesota,St Paul,1240 County Rd B2 W,0,0,0,0,0,1,Roseville Area High School,Ramsey County
SS,2715428,2023-09-25T00:00:00Z,25,09,2023,Minnesota,St Paul,1240 County Rd B2 W,0,0,0,0,0,1,Roseville Area High School,Ramsey County
SS,2714517,2023-09-24T00:00:00Z,24,09,2023,Alabama,Tuskegee,1200 W Montgomery Rd,0,2,2,0,0,0,West Commons,Macon County
SS,2713285,2023-09-22T00:00:00Z,22,09,2023,Arizona,Phoenix,1101 E Thomas Rd,0,0,0,0,0,1,North High School,Maricopa County
SS,2714739,2023-09-22T00:00:00Z,22,09,2023,Ohio,Lorain,2600 Ashland Ave,0,0,0,0,0,0,Lorain High School,Lorain County
SS,2714676,2023-09-22T00:00:00Z,22,09,2023,Kentucky,Louisville,4409 Preston Hwy,0,0,0,0,0,0,Louisville Male High School-Gheens,Jefferson County
SS,2718098,2023-09-22T00:00:00Z,22,09,2023,Kentucky,Louisville,1312 Catalpa St,0,0,0,0,0,1,Maupin Elementary School,Jefferson County
SS,2716089,2023-09-22T00:00:00Z,22,09,2023,Kansas,Ulysses,113 N Colorado St,0,0,0,0,0,0,Kepley Middle School,Grant County
SS,2712953,2023-09-22T00:00:00Z,22,09,2023,Tennessee,Nashville,3150 McGavock Pike,0,0,0,0,0,1,McGavock High School,Davidson County
SS,2728407,2023-09-22T00:00:00Z,22,09,2023,New Mexico,Deming,1910 8th St,0,0,0,0,0,1,Ruben S. Torres Elementary School,Luna County
SS,2714100,2023-09-22T00:00:00Z,22,09,2023,Wisconsin,Milwaukee,9700 W Grantosa Dr,0,0,0,0,0,1,Milwaukee Lutheran High School,Milwaukee County
SS,2713018,2023-09-22T00:00:00Z,22,09,2023,North Carolina,Rocky Mount,991 S Winstead Ave,0,0,0,0,0,0,Winstead Avenue Elementary,Edgecombe County
SS,2712398,2023-09-21T00:00:00Z,21,09,2023,Alabama,Anniston,4401 Saks Rd,0,0,0,0,0,1,Saks High School,Calhoun County
SS,2716785,2023-09-21T00:00:00Z,21,09,2023,Wisconsin,Milwaukee,6945 N 41st St,0,0,0,0,0,1,Hawthorne Elementary School,Milwaukee County
SS,2714522,2023-09-21T00:00:00Z,21,09,2023,Arizona,Phoenix,1101 E Thomas Rd,0,0,0,0,0,1,North High School,Maricopa County
SS,2712502,2023-09-21T00:00:00Z,21,09,2023,Florida,Milton,5445 King Arthurs Way,0,0,0,0,0,2,Avalon Middle School,Santa Rosa County
SS,2711513,2023-09-20T00:00:00Z,20,09,2023,Maryland,Hyattsville (Landover),6501 Columbia Park Rd,0,0,0,0,0,1,Fairmont Heights High School,County not found
SS,2712509,2023-09-20T00:00:00Z,20,09,2023,Alabama,Tuscaloosa,300 Patriot Pw,0,0,0,0,0,1,Hillcrest High School,Tuscaloosa County
SS,2713313,2023-09-20T00:00:00Z,20,09,2023,North Carolina,Clayton,600 S Fayetteville St,0,0,0,0,0,1,Clayton High School,Johnston County
SS,2712553,2023-09-19T00:00:00Z,19,09,2023,Pennsylvania,Du Bois (Dubois),425 Orient Ave,0,0,0,0,0,1,DuBois Area Senior High School,County not found
SS,2710743,2023-09-18T00:00:00Z,18,09,2023,Mississippi,Jackson,2400 Robinson St,0,0,0,0,0,1,Provine High School,Hinds County
SS,2709682,2023-09-18T00:00:00Z,18,09,2023,Illinois,Belleville,4063 Frank Scott Pkwy W,0,0,0,0,0,1,Belleville West High School,Saint Clair County
SS,2713707,2023-09-18T00:00:00Z,18,09,2023,Texas,Texas City,1431 9th Ave N,0,0,0,0,0,1,Texas City High School,Galveston County
SS,2709386,2023-09-18T00:00:00Z,18,09,2023,Maryland,Columbia,9410 Kilimanjaro Rd,0,0,0,0,0,1,Oakland Mills High School,Howard County
SS,2709689,2023-09-18T00:00:00Z,18,09,2023,Texas,San Antonio,4427 Chandler Rd,0,0,0,0,0,1,Jubilee Academy,Bexar County
SS,2710080,2023-09-18T00:00:00Z,18,09,2023,Georgia,Elberton,1108 Athens Tech Dr,0,0,0,0,0,1,Elbert County Middle School,Elbert County
SS,2711746,2023-09-18T00:00:00Z,18,09,2023,Massachusetts,Worcester,22 Waverly St,0,0,0,0,0,1,Worcester Alternative School,Worcester County
SS,2709933,2023-09-17T00:00:00Z,17,09,2023,Kentucky,Frankfort,400 E Main St,0,0,0,0,0,1,Kentucky State University,Franklin County
SS,2708850,2023-09-16T00:00:00Z,16,09,2023,Indiana,Muncie,1401 W Neely Ave,0,0,0,0,0,0,Ball State University,Delaware County
SS,2708435,2023-09-15T00:00:00Z,15,09,2023,North Carolina,Elkin,135 Old Virginia Rd,0,0,0,0,0,0,Elkin Elementary School,Surry County
SS,2708531,2023-09-15T00:00:00Z,15,09,2023,Kansas,Kansas City,2501 Minnesota Ave,0,0,0,0,0,1,Wyandotte High School,Wyandotte County
SS,2707831,2023-09-15T00:00:00Z,15,09,2023,California,Banning,100 W Westward Ave,0,0,0,0,0,1,Banning High School,Riverside County
SS,2707880,2023-09-15T00:00:00Z,15,09,2023,Illinois,Country Club Hills,17401 Pulaski Rd,1,0,1,0,0,0,Hillcrest High School,Cook County
SS,2707733,2023-09-15T00:00:00Z,15,09,2023,California,Hollister,1220 Monterey St,0,0,0,0,0,1,Hollister High School,San Benito County
SS,2707657,2023-09-15T00:00:00Z,15,09,2023,Ohio,Dayton,3640 Colonel Glenn Hwy,0,0,0,0,0,1,Wright State University,Montgomery County
SS,2709556,2023-09-14T00:00:00Z,14,09,2023,Minnesota,Minneapolis (Edina),6754 Valley View Rd,0,0,0,0,0,1,Edina High School,County not found
SS,2707420,2023-09-14T00:00:00Z,14,09,2023,North Carolina,Jacksonville,365 Commons Dr S,0,0,0,0,0,1,Northside High School,Onslow County
SS,2707356,2023-09-14T00:00:00Z,14,09,2023,Alabama,Cherokee,1305 N Pike,0,0,0,0,0,0,Cherokee Elementary School,Colbert County
SS,2706716,2023-09-14T00:00:00Z,14,09,2023,Maine,Westbrook,125 Stroudwater St,0,0,0,0,0,1,Westbrook High School,Cumberland County
SS,2707949,2023-09-14T00:00:00Z,14,09,2023,Idaho,Jerome,104 S Tiger Dr,0,0,0,0,0,1,Jerome High School,Jerome County
SS,2706964,2023-09-14T00:00:00Z,14,09,2023,Kentucky,Louisville,3526 W Muhammad Ali Blvd,0,0,0,0,0,0,Whitney Young Elementary School,Jefferson County
SS,2705757,2023-09-13T00:00:00Z,13,09,2023,Mississippi,Gulfport,100 Perry St,0,0,0,0,0,2,Gulfport High School,Harrison County
SS,2706183,2023-09-13T00:00:00Z,13,09,2023,Alabama,Prattville,1315 Upper Kingston Rd,0,0,0,0,0,1,Prattville High School,Autauga County
SS,2706165,2023-09-13T00:00:00Z,13,09,2023,Massachusetts,Lowell,67 Middle St,0,0,0,0,0,1,Lowell Middlesex Academy Charter School,Middlesex County
SS,2706401,2023-09-13T00:00:00Z,13,09,2023,Pennsylvania,Lancaster,1051 Lehigh Ave,0,0,0,0,0,1,McCaskey East High School,Lancaster County
SS,2705962,2023-09-13T00:00:00Z,13,09,2023,North Carolina,Chapel Hill,209 South Rd,0,0,0,0,0,1,University of North Carolina at Chapel Hill,Orange County
SS,2707412,2023-09-13T00:00:00Z,13,09,2023,Delaware,Newark,2575 Glasgow Ave,0,0,0,0,0,1,Paul M. Hodgson Vocational Technical High School,New Castle County
SS,2706588,2023-09-13T00:00:00Z,13,09,2023,Florida,Deland,1400 Aquarius Ave,0,0,0,0,1,0,DeLand Middle School,Volusia County
SS,2705269,2023-09-12T00:00:00Z,12,09,2023,Florida,Bradenton,1200 37th Ave E,0,0,0,0,0,1,Southeast High School,Manatee County
SS,2704999,2023-09-12T00:00:00Z,12,09,2023,Louisiana,Greensburg,14340 Highway 37,1,2,3,0,0,1,St. Helena College and Career Academy,Saint Helena Parish
SS,2705024,2023-09-12T00:00:00Z,12,09,2023,North Carolina,Raleigh,8301 Old Lead Mine Rd,0,0,0,0,0,0,Lead Mine Elementary Schoo,Wake County
SS,2704977,2023-09-12T00:00:00Z,12,09,2023,New York,Bronx,328 Beekman Ave,0,1,1,0,0,1,,Bronx County
SS,2704467,2023-09-11T00:00:00Z,11,09,2023,Arkansas,North Little Rock,801 W 29th St,0,0,0,0,0,0,Premier High School,Pulaski County
SS,2724192,2023-09-11T00:00:00Z,11,09,2023,Illinois,Elk Grove Village,500 W Elk Grove Blvd,0,0,0,0,0,1,Elk Grove High School,Cook County
SS,2706068,2023-09-11T00:00:00Z,11,09,2023,Texas,Edcouch,601 N Yellow Jacket Dr,0,0,0,0,0,1,Edcouch-Elsa High School,Hidalgo County
SS,2704321,2023-09-11T00:00:00Z,11,09,2023,Texas,Odessa,601 E 38th St,0,0,0,0,0,1,Wilson and Young Middle School,Ector County
SS,2708098,2023-09-11T00:00:00Z,11,09,2023,Indiana,Michigan City,8466 W Pahs Rd,0,0,0,0,0,1,Michigan City High School,LaPorte County
SS,2705559,2023-09-11T00:00:00Z,11,09,2023,Ohio,Toledo,222 McTigue Dr,0,0,0,0,0,1,Rogers High School,Lucas County
SS,2704721,2023-09-11T00:00:00Z,11,09,2023,California,Merced,2768 Ranchero Ln,0,0,0,0,0,0,Joe Stefani Elementary School,Merced County
SS,2714120,2023-09-11T00:00:00Z,11,09,2023,Wisconsin,Milwaukee,1011 W Center St,0,0,0,0,0,1,North Division High School,Milwaukee County
SS,2710001,2023-09-10T00:00:00Z,10,09,2023,Montana,Missoula,32 Campus Dr,0,0,0,0,0,1,University of Montana,Missoula County
SS,2703083,2023-09-09T00:00:00Z,09,09,2023,Arkansas,Little Rock,3200 Coleman Place,1,0,1,0,0,0,"University Village Apartments, UALR Dorm",Pulaski County
SS,2702961,2023-09-09T00:00:00Z,09,09,2023,New York,Utica,1203 Hilton Ave,0,1,1,0,0,1,Thomas R. Proctor High School,Oneida County
SS,2704401,2023-09-08T00:00:00Z,08,09,2023,New Mexico,Roswell,500 W Hobbs St,0,0,0,0,0,1,Roswell High School,Chaves County
SS,2702932,2023-09-08T00:00:00Z,08,09,2023,Ohio,Dayton,4401 Free Pike,0,0,0,0,0,0,Belle Haven Elementary School,Montgomery County
SS,2702230,2023-09-08T00:00:00Z,08,09,2023,California,Fortuna,2292 Newburg Rd,0,0,0,0,0,1,Eel River Community School,Humboldt County
SS,2703804,2023-09-08T00:00:00Z,08,09,2023,Virginia,Manassas,13833 Dumfries Rd,0,0,0,0,0,0,Charles J. Colgan Sr. High School,County not found
SS,2701976,2023-09-08T00:00:00Z,08,09,2023,Washington,Everett,7701 Hardeson Rd,1,0,1,0,0,2,Westridge Mobile Home Park,Snohomish County
SS,2702642,2023-09-08T00:00:00Z,08,09,2023,South Carolina,Summerville,1101 Boone Hill Rd,0,0,0,0,0,1,Summerville High School,Dorchester County
SS,2702298,2023-09-08T00:00:00Z,08,09,2023,North Carolina,Lumberton,3901 Fayetteville Rd,0,0,0,0,0,2,Lumberton High School,Robeson County
SS,2705525,2023-09-08T00:00:00Z,08,09,2023,New Mexico,Albuquerque,10800 Dennis Chavez Blvd SW,0,0,0,0,0,2,Atrisco Heritage Academy High School,Bernalillo County
SS,2703239,2023-09-08T00:00:00Z,08,09,2023,Alabama,Mobile,3900 Pleasant Valley Rd,0,0,0,0,0,1,Davidson High School,Mobile County
SS,2701491,2023-09-07T00:00:00Z,07,09,2023,Arizona,Phoenix,3415 N 59th Ave,0,0,0,0,0,1,Maryvale High School,Maricopa County
SS,2700482,2023-09-06T00:00:00Z,06,09,2023,Ohio,Columbus,230 W 10th Ave,0,0,0,0,0,1,The Residence on Tenth,Franklin County
SS,2700754,2023-09-06T00:00:00Z,06,09,2023,Texas,Whitehouse,901 E Main St,0,0,0,0,0,0,Whitehouse High School,Smith County
SS,2700399,2023-09-06T00:00:00Z,06,09,2023,Washington,Olympia,2707 Conger Ave NW,0,0,0,0,0,1,Capital High School,Thurston County
SS,2701287,2023-09-06T00:00:00Z,06,09,2023,Texas,Richmond,6707 FM 1464,0,0,0,0,0,2,George Bush High School,Fort Bend County
SS,2702065,2023-09-06T00:00:00Z,06,09,2023,North Carolina,High Point,7847 Clinard Farms Rd,0,0,0,0,0,1,Phoenix Academy,Guilford County
SS,2700987,2023-09-06T00:00:00Z,06,09,2023,Virginia,Hampton,1646 Briarfield Rd,0,0,0,0,0,1,Adult and Alternative Learning Center,County not found
SS,2700841,2023-09-06T00:00:00Z,06,09,2023,Maryland,Baltimore,801 Bridgeview Rd,0,0,0,0,0,1,Cherry Hill Elementary/Middle School,Baltimore City
SS,2700608,2023-09-05T00:00:00Z,05,09,2023,South Carolina,Dillon,926 State Rd S-17-338,0,0,0,0,0,0,Gordon Elementary School,Dillon County
SS,2700552,2023-09-05T00:00:00Z,05,09,2023,Florida,Jacksonville,4815 Wesconnett Blvd,0,0,0,0,0,1,Westside Middle School,Duval County
SS,2699373,2023-09-05T00:00:00Z,05,09,2023,California,Bakersfield,300 Galaxy Ave,0,0,0,0,0,1,North High School,Kern County
SS,2700063,2023-09-05T00:00:00Z,05,09,2023,Oklahoma,Sand Springs,104 W 4th St,0,0,0,0,0,0,Page Academy,Tulsa County
SS,2699496,2023-09-05T00:00:00Z,05,09,2023,California,Oakland,12250 Skyline Blvd,0,0,0,0,0,3,Skyline High School,Alameda County
